VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00001.mp4,2,63,B,2,2,2,618,0,0,0,0,0,1,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,2,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,7,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,5,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,6,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,8,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,4,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,6,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,8,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,5,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,8,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,7,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,6,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,3,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,4,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,6,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,7,X
00001.mp4,3,80,B,2,2,1,550,0,0,0,0,0,6,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,3,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,5,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,6,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,3,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,5,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,1,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,6,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,5,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,6,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,6,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,3,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,6,X
00001.mp4,4,102,A,2,2,1,0,0,0,0,0,0,8,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,5,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,5,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,8,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,8,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,5,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,1,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,5,127,B,2,1,2,490,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,7,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,7,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,8,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,3,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,7,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,8,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,6,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,4,X
00001.mp4,6,155,A,2,2,1,525,0,0,0,0,0,7,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,3,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,8,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,8,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,8,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,8,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,6,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,6,X
00001.mp4,7,185,B,2,2,1,442,0,0,0,0,0,3,X
00001.mp4,8,214,A,2,2,1,490,0,0,0,0,0,3,X
00001.mp4,8,214,A,2,2,1,490,0,0,0,0,0,5,X
00001.mp4,8,214,A,2,2,1,490,0,0,0,0,0,6,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,6,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,3,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,6,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,8,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,5,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,6,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,6,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,8,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,6,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,3,X
00001.mp4,9,243,B,2,2,2,820,0,0,0,0,0,6,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,8,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,5,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,6,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,6,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,6,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,3,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,8,X
00001.mp4,10,271,A,2,1,2,824,0,0,0,0,0,8,X
00001.mp4,11,312,B,2,2,1,856,0,0,0,0,0,7,X
00001.mp4,11,312,B,2,2,1,856,0,0,0,0,0,6,X
00001.mp4,11,312,B,2,2,1,856,0,0,0,0,0,6,X
00001.mp4,11,312,B,2,2,1,856,0,0,0,0,0,6,X
00001.mp4,11,312,B,2,2,1,856,0,0,0,0,0,6,X
00001.mp4,12,331,A,2,2,2,824,0,0,0,0,0,6,X
00001.mp4,12,331,A,2,2,2,824,0,0,0,0,0,6,X
00001.mp4,12,331,A,2,2,2,824,0,0,0,0,0,6,X
00001.mp4,12,331,A,2,2,2,824,0,0,0,0,0,8,X
00001.mp4,12,331,A,2,2,2,824,0,0,0,0,0,5,X
00001.mp4,12,331,A,2,2,2,824,0,0,0,0,0,8,X
00001.mp4,13,355,B,2,2,2,885,0,0,0,0,0,6,X
00001.mp4,13,355,B,2,2,2,885,0,0,0,0,0,6,X
00001.mp4,14,429,B,2,2,1,470,0,0,0,0,0,3,X
00001.mp4,14,429,B,2,2,1,470,0,0,0,0,0,8,X
00001.mp4,14,429,B,2,2,1,470,0,0,0,0,0,7,X
00001.mp4,15,466,A,2,2,1,409,0,0,0,0,0,3,X
00001.mp4,15,466,A,2,2,1,409,0,0,0,0,0,6,X
00001.mp4,15,466,A,2,2,1,409,0,0,0,0,0,3,X
00001.mp4,15,466,A,2,2,1,409,0,0,0,0,0,3,X
00001.mp4,16,495,B,2,1,2,480,0,0,0,0,0,8,X
00001.mp4,17,511,A,2,2,1,630,0,0,0,0,0,3,X
00001.mp4,17,511,A,2,2,1,630,0,0,0,0,0,3,X
00001.mp4,18,536,A,1,2,1,788,0,0,0,0,0,3,X
00001.mp4,19,570,B,2,2,1,827,0,0,0,0,0,7,X
00001.mp4,19,570,B,2,2,1,827,0,0,0,0,0,5,X
00001.mp4,20,594,A,2,2,2,481,0,0,0,0,0,6,X
00001.mp4,20,594,A,2,2,2,481,0,0,0,0,0,4,X
00001.mp4,21,624,B,2,1,2,436,0,0,0,0,0,8,X
00001.mp4,22,660,A,1,2,1,762,0,0,0,0,0,3,X
00001.mp4,22,660,A,1,2,1,762,0,0,0,0,0,6,X
00001.mp4,22,660,A,1,2,1,762,0,0,0,0,0,3,X
00001.mp4,22,660,A,1,2,1,762,0,0,0,0,0,8,X
00001.mp4,22,660,A,1,2,1,762,0,0,0,0,0,6,X
00001.mp4,23,688,B,2,2,1,863,0,0,0,0,0,7,X
00001.mp4,24,710,A,2,2,2,520,0,0,0,0,0,6,X
00001.mp4,24,710,A,2,2,2,520,0,0,0,0,0,6,X
00001.mp4,25,736,B,2,2,1,442,0,0,0,0,0,3,X
00001.mp4,25,736,B,2,2,1,442,0,0,0,0,0,6,X
00001.mp4,26,808,B,2,2,1,431,0,0,0,0,0,3,X
00001.mp4,27,842,A,2,2,1,456,0,0,0,0,0,7,X
00001.mp4,28,871,B,2,1,2,437,0,0,0,0,0,6,X
00001.mp4,28,871,B,2,1,2,437,0,0,0,0,0,6,X
00001.mp4,29,892,B,2,2,2,445,0,0,0,0,0,8,X
00001.mp4,30,919,B,2,2,2,636,0,0,0,0,0,6,X
00001.mp4,31,954,B,2,2,1,822,0,0,0,0,0,5,X
00001.mp4,32,980,A,2,2,1,810,0,0,0,0,0,3,X
00001.mp4,33,1009,B,2,2,2,890,0,0,0,0,0,6,X
00001.mp4,34,1041,A,2,1,2,845,0,0,0,0,0,8,X
00001.mp4,35,1068,B,2,2,1,0,0,0,0,0,0,6,X
00001.mp4,36,1092,B,2,2,1,517,0,0,0,0,0,3,X
00001.mp4,37,1111,A,2,1,2,760,0,0,0,0,0,6,X
00001.mp4,38,1145,B,2,2,2,814,0,0,0,0,0,6,X
00001.mp4,39,1170,A,2,1,2,862,0,0,0,0,0,8,X
00001.mp4,40,1207,B,2,2,2,0,0,0,0,0,0,3,X
00001.mp4,41,1226,B,2,2,1,720,0,0,0,0,0,3,X
00001.mp4,42,1246,A,2,1,2,833,0,0,0,0,0,6,X
00001.mp4,43,1281,B,2,2,2,860,0,0,0,0,0,6,X
00001.mp4,44,1305,A,2,1,2,833,0,0,0,0,0,8,X
00001.mp4,45,1346,B,2,2,1,525,0,0,0,0,0,5,X
00001.mp4,46,1365,A,2,1,2,734,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,2,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,5,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,8,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,8,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,4,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,1,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,3,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,8,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,1,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,8,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,7,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,3,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,6,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,5,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,5,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,8,X
00002.mp4,1,56,A,2,2,2,554,0,0,0,0,0,8,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,8,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,3,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,5,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,3,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,5,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,8,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,6,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,5,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,1,X
00002.mp4,2,79,B,2,1,2,482,0,0,0,0,0,3,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,5,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,5,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,8,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,8,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,5,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,1,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,3,127,A,2,2,1,522,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,8,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,8,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,8,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,8,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,6,X
00002.mp4,4,136,A,2,2,1,530,0,0,0,0,0,5,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,1,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,6,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,2,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,1,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,1,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,6,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,8,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,2,X
00003.mp4,1,20,B,2,1,2,681,0,0,0,0,0,1,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,2,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,1,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,2,35,A,2,2,2,680,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,8,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,8,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,1,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,8,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,8,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,1,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,7,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,3,52,B,2,2,2,712,0,0,0,0,0,6,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,6,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,3,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,6,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,6,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,3,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,8,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,5,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,1,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,8,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,7,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,5,X
00003.mp4,4,59,B,2,2,2,704,0,0,0,0,0,4,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,5,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,5,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,3,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,5,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,5,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,5,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,7,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,7,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,5,94,A,2,2,1,542,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,8,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,7,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,3,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,6,111,B,2,1,2,452,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,8,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,8,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,7,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,3,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,7,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,8,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,5,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,6,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,5,X
00003.mp4,7,137,A,2,1,2,674,0,0,0,0,0,5,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,3,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,5,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,6,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,8,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,4,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,8,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,6,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,8,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,8,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,4,X
00003.mp4,8,173,B,2,2,1,890,0,0,0,0,0,5,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,7,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,6,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,5,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,8,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,8,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,9,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,6,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,5,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,6,X
00003.mp4,9,211,A,2,2,1,515,0,0,0,0,0,5,X
00003.mp4,10,241,B,1,2,1,472,0,0,0,0,0,5,X
00003.mp4,10,241,B,1,2,1,472,0,0,0,0,0,7,X
00003.mp4,10,241,B,1,2,1,472,0,0,0,0,0,6,X
00003.mp4,10,241,B,1,2,1,472,0,0,0,0,0,5,X
00004.mp4,1,20,A,2,2,2,675,0,0,0,678,370,1,X
00004.mp4,1,20,A,2,2,2,675,0,0,0,678,370,6,X
00004.mp4,1,20,A,2,2,2,675,0,0,0,678,370,2,X
00004.mp4,1,20,A,2,2,2,675,0,0,0,678,370,1,X
00004.mp4,1,20,A,2,2,2,675,0,0,0,678,370,1,X
